review,category_sentiment,category,sentiment,cleaned_review,tokenized_words
"pelayanan baik, kebersihan kamar baik, hanya kelengkapannya saja tdk tersedianya thermos utk ait panas ataupun memasak air panas, selebihnya baik.",linen_P1-neg,linen_P1,neg,pelayanan kebersihan kamar kelengkapannya tdk tersedianya thermos utk ait panas memasak air panas selebihnya,"['pelayanan', 'kebersihan', 'kamar', 'kelengkapannya', 'tdk', 'tersedianya', 'thermos', 'utk', 'ait', 'panas', 'memasak', 'air', 'panas', 'selebihnya']"
"kamar pengap, properti seperti meja terasa kurang bersih. sisanya okay",kebersihan-neg,kebersihan,neg,kamar pengap properti meja bersih sisanya okay,"['kamar', 'pengap', 'properti', 'meja', 'bersih', 'sisanya', 'okay']"
"cukup baik, pelayanan ramah, cuman sprei agak kotor dan lantai nya sedikit lengket...",service-pos,service,pos,pelayanan ramah cuman sprei kotor lantai nya lengket,"['pelayanan', 'ramah', 'cuman', 'sprei', 'kotor', 'lantai', 'nya', 'lengket']"
"cukup baik, pelayanan ramah, cuman sprei agak kotor dan lantai nya sedikit lengket...",linen_P1-neg,linen_P1,neg,pelayanan ramah cuman sprei kotor lantai nya lengket,"['pelayanan', 'ramah', 'cuman', 'sprei', 'kotor', 'lantai', 'nya', 'lengket']"
"cukup baik, pelayanan ramah, cuman sprei agak kotor dan lantai nya sedikit lengket...",kebersihan-neg,kebersihan,neg,pelayanan ramah cuman sprei kotor lantai nya lengket,"['pelayanan', 'ramah', 'cuman', 'sprei', 'kotor', 'lantai', 'nya', 'lengket']"
free snack + sabun / shampoo airy gak ada... AC nya juga bocor air nya keluar di dlm ruangan... semoga di perbaiki tempat dan kinerjanya dimana hak buat konsumen...,linen_P1-neg,linen_P1,neg,free snack sabun shampoo airy gak ac nya bocor air nya dlm ruangan semoga perbaiki kinerjanya dimana hak konsumen,"['free', 'snack', 'sabun', 'shampoo', 'airy', 'gak', 'ac', 'nya', 'bocor', 'air', 'nya', 'dlm', 'ruangan', 'semoga', 'perbaiki', 'kinerjanya', 'dimana', 'hak', 'konsumen']"
free snack + sabun / shampoo airy gak ada... AC nya juga bocor air nya keluar di dlm ruangan... semoga di perbaiki tempat dan kinerjanya dimana hak buat konsumen...,ac_P1-neg,ac_P1,neg,free snack sabun shampoo airy gak ac nya bocor air nya dlm ruangan semoga perbaiki kinerjanya dimana hak konsumen,"['free', 'snack', 'sabun', 'shampoo', 'airy', 'gak', 'ac', 'nya', 'bocor', 'air', 'nya', 'dlm', 'ruangan', 'semoga', 'perbaiki', 'kinerjanya', 'dimana', 'hak', 'konsumen']"
kamar sudah cukup bagus dan luas. ac cukup lama baru dingin dan air kamar mandi agak bau pas dibuka pertama kali,ac_P1-neg,ac_P1,neg,kamar bagus luas ac dingin air kamar mandi bau pas dibuka kali,"['kamar', 'bagus', 'luas', 'ac', 'dingin', 'air', 'kamar', 'mandi', 'bau', 'pas', 'dibuka', 'kali']"
kamar sudah cukup bagus dan luas. ac cukup lama baru dingin dan air kamar mandi agak bau pas dibuka pertama kali,bau_P1-neg,bau_P1,neg,kamar bagus luas ac dingin air kamar mandi bau pas dibuka kali,"['kamar', 'bagus', 'luas', 'ac', 'dingin', 'air', 'kamar', 'mandi', 'bau', 'pas', 'dibuka', 'kali']"
setiap menginap di airy pasti puas bngett.. pelayanan.y ramah . cumn yang ini ..kamar mandinya bau..aer panas.y ga nyala..ga ada tempat sampah di kamar... ga ada snack..padahal setiap nginep di airyroom selalu disediain...,service-pos,service,pos,menginap airy puas bngett pelayanany ramah cumn kamar mandinya bauaer panasy ga nyalaga sampah kamar ga snackpadahal nginep airyroom disediain,"['menginap', 'airy', 'puas', 'bngett', 'pelayanany', 'ramah', 'cumn', 'kamar', 'mandinya', 'bauaer', 'panasy', 'ga', 'nyalaga', 'sampah', 'kamar', 'ga', 'snackpadahal', 'nginep', 'airyroom', 'disediain']"
setiap menginap di airy pasti puas bngett.. pelayanan.y ramah . cumn yang ini ..kamar mandinya bau..aer panas.y ga nyala..ga ada tempat sampah di kamar... ga ada snack..padahal setiap nginep di airyroom selalu disediain...,bau_P1-neg,bau_P1,neg,menginap airy puas bngett pelayanany ramah cumn kamar mandinya bauaer panasy ga nyalaga sampah kamar ga snackpadahal nginep airyroom disediain,"['menginap', 'airy', 'puas', 'bngett', 'pelayanany', 'ramah', 'cumn', 'kamar', 'mandinya', 'bauaer', 'panasy', 'ga', 'nyalaga', 'sampah', 'kamar', 'ga', 'snackpadahal', 'nginep', 'airyroom', 'disediain']"
setiap menginap di airy pasti puas bngett.. pelayanan.y ramah . cumn yang ini ..kamar mandinya bau..aer panas.y ga nyala..ga ada tempat sampah di kamar... ga ada snack..padahal setiap nginep di airyroom selalu disediain...,air_panas_P1-neg,air_panas_P1,neg,menginap airy puas bngett pelayanany ramah cumn kamar mandinya bauaer panasy ga nyalaga sampah kamar ga snackpadahal nginep airyroom disediain,"['menginap', 'airy', 'puas', 'bngett', 'pelayanany', 'ramah', 'cumn', 'kamar', 'mandinya', 'bauaer', 'panasy', 'ga', 'nyalaga', 'sampah', 'kamar', 'ga', 'snackpadahal', 'nginep', 'airyroom', 'disediain']"
setiap menginap di airy pasti puas bngett.. pelayanan.y ramah . cumn yang ini ..kamar mandinya bau..aer panas.y ga nyala..ga ada tempat sampah di kamar... ga ada snack..padahal setiap nginep di airyroom selalu disediain...,linen_P1-neg,linen_P1,neg,menginap airy puas bngett pelayanany ramah cumn kamar mandinya bauaer panasy ga nyalaga sampah kamar ga snackpadahal nginep airyroom disediain,"['menginap', 'airy', 'puas', 'bngett', 'pelayanany', 'ramah', 'cumn', 'kamar', 'mandinya', 'bauaer', 'panasy', 'ga', 'nyalaga', 'sampah', 'kamar', 'ga', 'snackpadahal', 'nginep', 'airyroom', 'disediain']"
kamar nya oke bagus rapi.ac dingin. ramah.tapi wifinya parah gk bisa dipake..,ac_P1-pos,ac_P1,pos,kamar nya oke bagus rapiac dingin ramahtapi wifinya parah gk dipake,"['kamar', 'nya', 'oke', 'bagus', 'rapiac', 'dingin', 'ramahtapi', 'wifinya', 'parah', 'gk', 'dipake']"
kamar nya oke bagus rapi.ac dingin. ramah.tapi wifinya parah gk bisa dipake..,service-pos,service,pos,kamar nya oke bagus rapiac dingin ramahtapi wifinya parah gk dipake,"['kamar', 'nya', 'oke', 'bagus', 'rapiac', 'dingin', 'ramahtapi', 'wifinya', 'parah', 'gk', 'dipake']"
kamar nya oke bagus rapi.ac dingin. ramah.tapi wifinya parah gk bisa dipake..,wifi_P1-neg,wifi_P1,neg,kamar nya oke bagus rapiac dingin ramahtapi wifinya parah gk dipake,"['kamar', 'nya', 'oke', 'bagus', 'rapiac', 'dingin', 'ramahtapi', 'wifinya', 'parah', 'gk', 'dipake']"
kamar kurang bersih,kebersihan-neg,kebersihan,neg,kamar bersih,"['kamar', 'bersih']"
very nice..tapi bnyk rambut,kebersihan-neg,kebersihan,neg,very nicetapi bnyk rambut,"['very', 'nicetapi', 'bnyk', 'rambut']"
"1. Sampah penghuni sebelumnya tidak dibersihkan 2. kamar mandi becek 3. staff penginapan tidak responsif saat saya butuh bantuan turun dari kendaraan, ketika hujan deras 4. deposit yang nominalnya lebih besar dari biaya inap 5. diatas jam 21 sulit kembali ke kamar, karena pintu utama dikunci 6. sistem check-in yang lama 7. parkir yang terbatas",kebersihan-neg,kebersihan,neg,sampah penghuni dibersihkan kamar mandi becek staff penginapan responsif butuh bantuan turun kendaraan hujan deras deposit nominalnya biaya inap diatas jam sulit kamar pintu utama dikunci sistem checkin parkir terbatas,"['sampah', 'penghuni', 'dibersihkan', 'kamar', 'mandi', 'becek', 'staff', 'penginapan', 'responsif', 'butuh', 'bantuan', 'turun', 'kendaraan', 'hujan', 'deras', 'deposit', 'nominalnya', 'biaya', 'inap', 'diatas', 'jam', 'sulit', 'kamar', 'pintu', 'utama', 'dikunci', 'sistem', 'checkin', 'parkir', 'terbatas']"
"1. Sampah penghuni sebelumnya tidak dibersihkan 2. kamar mandi becek 3. staff penginapan tidak responsif saat saya butuh bantuan turun dari kendaraan, ketika hujan deras 4. deposit yang nominalnya lebih besar dari biaya inap 5. diatas jam 21 sulit kembali ke kamar, karena pintu utama dikunci 6. sistem check-in yang lama 7. parkir yang terbatas",service-neg,service,neg,sampah penghuni dibersihkan kamar mandi becek staff penginapan responsif butuh bantuan turun kendaraan hujan deras deposit nominalnya biaya inap diatas jam sulit kamar pintu utama dikunci sistem checkin parkir terbatas,"['sampah', 'penghuni', 'dibersihkan', 'kamar', 'mandi', 'becek', 'staff', 'penginapan', 'responsif', 'butuh', 'bantuan', 'turun', 'kendaraan', 'hujan', 'deras', 'deposit', 'nominalnya', 'biaya', 'inap', 'diatas', 'jam', 'sulit', 'kamar', 'pintu', 'utama', 'dikunci', 'sistem', 'checkin', 'parkir', 'terbatas']"
1. Dari Kamar Mandi air menggenang di lantai kamar mandi jadinya banjir smpek meluber ke kamar dan mayan ngepel setiap abs mandi 2. Wifi sebelumnya pernah nginep di sini wifinya kenceng mayan lah sekarang connect sih tp ga bs apa2 udh protes ke pengelola tp sm aja 3. slh 1 oknum penjaga keamanan meminta uang parkir sungguh membuat tidak nyaman,kebersihan-neg,kebersihan,neg,kamar mandi air menggenang lantai kamar mandi banjir smpek meluber kamar mayan ngepel abs mandi wifi nginep wifinya kenceng mayan connect sih tp ga bs udh protes pengelola tp sm aja slh oknum penjaga keamanan uang parkir sungguh nyaman,"['kamar', 'mandi', 'air', 'menggenang', 'lantai', 'kamar', 'mandi', 'banjir', 'smpek', 'meluber', 'kamar', 'mayan', 'ngepel', 'abs', 'mandi', 'wifi', 'nginep', 'wifinya', 'kenceng', 'mayan', 'connect', 'sih', 'tp', 'ga', 'bs', 'udh', 'protes', 'pengelola', 'tp', 'sm', 'aja', 'slh', 'oknum', 'penjaga', 'keamanan', 'uang', 'parkir', 'sungguh', 'nyaman']"
1. Dari Kamar Mandi air menggenang di lantai kamar mandi jadinya banjir smpek meluber ke kamar dan mayan ngepel setiap abs mandi 2. Wifi sebelumnya pernah nginep di sini wifinya kenceng mayan lah sekarang connect sih tp ga bs apa2 udh protes ke pengelola tp sm aja 3. slh 1 oknum penjaga keamanan meminta uang parkir sungguh membuat tidak nyaman,wifi_P1-neg,wifi_P1,neg,kamar mandi air menggenang lantai kamar mandi banjir smpek meluber kamar mayan ngepel abs mandi wifi nginep wifinya kenceng mayan connect sih tp ga bs udh protes pengelola tp sm aja slh oknum penjaga keamanan uang parkir sungguh nyaman,"['kamar', 'mandi', 'air', 'menggenang', 'lantai', 'kamar', 'mandi', 'banjir', 'smpek', 'meluber', 'kamar', 'mayan', 'ngepel', 'abs', 'mandi', 'wifi', 'nginep', 'wifinya', 'kenceng', 'mayan', 'connect', 'sih', 'tp', 'ga', 'bs', 'udh', 'protes', 'pengelola', 'tp', 'sm', 'aja', 'slh', 'oknum', 'penjaga', 'keamanan', 'uang', 'parkir', 'sungguh', 'nyaman']"
1. Dari Kamar Mandi air menggenang di lantai kamar mandi jadinya banjir smpek meluber ke kamar dan mayan ngepel setiap abs mandi 2. Wifi sebelumnya pernah nginep di sini wifinya kenceng mayan lah sekarang connect sih tp ga bs apa2 udh protes ke pengelola tp sm aja 3. slh 1 oknum penjaga keamanan meminta uang parkir sungguh membuat tidak nyaman,service-neg,service,neg,kamar mandi air menggenang lantai kamar mandi banjir smpek meluber kamar mayan ngepel abs mandi wifi nginep wifinya kenceng mayan connect sih tp ga bs udh protes pengelola tp sm aja slh oknum penjaga keamanan uang parkir sungguh nyaman,"['kamar', 'mandi', 'air', 'menggenang', 'lantai', 'kamar', 'mandi', 'banjir', 'smpek', 'meluber', 'kamar', 'mayan', 'ngepel', 'abs', 'mandi', 'wifi', 'nginep', 'wifinya', 'kenceng', 'mayan', 'connect', 'sih', 'tp', 'ga', 'bs', 'udh', 'protes', 'pengelola', 'tp', 'sm', 'aja', 'slh', 'oknum', 'penjaga', 'keamanan', 'uang', 'parkir', 'sungguh', 'nyaman']"
Hotel jorokkkkkkkk banyak semut,kebersihan-neg,kebersihan,neg,hotel jorokkkkkkkk semut,"['hotel', 'jorokkkkkkkk', 'semut']"
Ah .. diksih yang bau rokok,bau_P1-neg,bau_P1,neg,ah diksih bau rokok,"['ah', 'diksih', 'bau', 'rokok']"
internetnya lambat,wifi_P1-neg,wifi_P1,neg,internetnya lambat,"['internetnya', 'lambat']"
"listrik sempet mati, kasur bau",linen_P1-neg,linen_P1,neg,listrik sempet mati kasur bau,"['listrik', 'sempet', 'mati', 'kasur', 'bau']"
"handuk berbau, makanan telat dan tidak seperti standar airy sperti biasanya. karyawan sangat tdak ramah",linen_P1-neg,linen_P1,neg,handuk berbau makanan telat standar airy sperti karyawan tdak ramah,"['handuk', 'berbau', 'makanan', 'telat', 'standar', 'airy', 'sperti', 'karyawan', 'tdak', 'ramah']"
"handuk berbau, makanan telat dan tidak seperti standar airy sperti biasanya. karyawan sangat tdak ramah",sunrise_meal_P1-neg,sunrise_meal_P1,neg,handuk berbau makanan telat standar airy sperti karyawan tdak ramah,"['handuk', 'berbau', 'makanan', 'telat', 'standar', 'airy', 'sperti', 'karyawan', 'tdak', 'ramah']"
"handuk berbau, makanan telat dan tidak seperti standar airy sperti biasanya. karyawan sangat tdak ramah",service-neg,service,neg,handuk berbau makanan telat standar airy sperti karyawan tdak ramah,"['handuk', 'berbau', 'makanan', 'telat', 'standar', 'airy', 'sperti', 'karyawan', 'tdak', 'ramah']"
"hotel bagus, cm air hangat tidak bisa",air_panas_P1-neg,air_panas_P1,neg,hotel bagus cm air hangat,"['hotel', 'bagus', 'cm', 'air', 'hangat']"
bantalnya enak.. kamarnya dingin.. keset ga ada lagi nha..,linen_P1-pos,linen_P1,pos,bantalnya enak kamarnya dingin keset ga nha,"['bantalnya', 'enak', 'kamarnya', 'dingin', 'keset', 'ga', 'nha']"
bantalnya enak.. kamarnya dingin.. keset ga ada lagi nha..,ac_P1-pos,ac_P1,pos,bantalnya enak kamarnya dingin keset ga nha,"['bantalnya', 'enak', 'kamarnya', 'dingin', 'keset', 'ga', 'nha']"
handuknya sudah tidak layak pakai. :( showernya bocor.,linen_P1-neg,linen_P1,neg,handuknya layak pakai showernya bocor,"['handuknya', 'layak', 'pakai', 'showernya', 'bocor']"
"beyond expectation, tanpa menggunakan kupon diskon pun properti ini sangat worth it, kamar sangat bersih dan rapih, luas, lengkap, sampai kompor elektrik pun tersedia di kamar, cocok untuk long stay, suasana sangat nyaman, tenang, pelayanan sangat baik, hanya duct pembuangan di kamar mandi kotor sekali banyak bekas residu sabun dan rambut.",kebersihan-pos,kebersihan,pos,beyond expectation kupon diskon properti worth it kamar bersih rapih luas lengkap kompor elektrik tersedia kamar cocok long stay suasana nyaman tenang pelayanan duct pembuangan kamar mandi kotor bekas residu sabun rambut,"['beyond', 'expectation', 'kupon', 'diskon', 'properti', 'worth', 'it', 'kamar', 'bersih', 'rapih', 'luas', 'lengkap', 'kompor', 'elektrik', 'tersedia', 'kamar', 'cocok', 'long', 'stay', 'suasana', 'nyaman', 'tenang', 'pelayanan', 'duct', 'pembuangan', 'kamar', 'mandi', 'kotor', 'bekas', 'residu', 'sabun', 'rambut']"
"beyond expectation, tanpa menggunakan kupon diskon pun properti ini sangat worth it, kamar sangat bersih dan rapih, luas, lengkap, sampai kompor elektrik pun tersedia di kamar, cocok untuk long stay, suasana sangat nyaman, tenang, pelayanan sangat baik, hanya duct pembuangan di kamar mandi kotor sekali banyak bekas residu sabun dan rambut.",linen_P1-pos,linen_P1,pos,beyond expectation kupon diskon properti worth it kamar bersih rapih luas lengkap kompor elektrik tersedia kamar cocok long stay suasana nyaman tenang pelayanan duct pembuangan kamar mandi kotor bekas residu sabun rambut,"['beyond', 'expectation', 'kupon', 'diskon', 'properti', 'worth', 'it', 'kamar', 'bersih', 'rapih', 'luas', 'lengkap', 'kompor', 'elektrik', 'tersedia', 'kamar', 'cocok', 'long', 'stay', 'suasana', 'nyaman', 'tenang', 'pelayanan', 'duct', 'pembuangan', 'kamar', 'mandi', 'kotor', 'bekas', 'residu', 'sabun', 'rambut']"
"beyond expectation, tanpa menggunakan kupon diskon pun properti ini sangat worth it, kamar sangat bersih dan rapih, luas, lengkap, sampai kompor elektrik pun tersedia di kamar, cocok untuk long stay, suasana sangat nyaman, tenang, pelayanan sangat baik, hanya duct pembuangan di kamar mandi kotor sekali banyak bekas residu sabun dan rambut.",service-pos,service,pos,beyond expectation kupon diskon properti worth it kamar bersih rapih luas lengkap kompor elektrik tersedia kamar cocok long stay suasana nyaman tenang pelayanan duct pembuangan kamar mandi kotor bekas residu sabun rambut,"['beyond', 'expectation', 'kupon', 'diskon', 'properti', 'worth', 'it', 'kamar', 'bersih', 'rapih', 'luas', 'lengkap', 'kompor', 'elektrik', 'tersedia', 'kamar', 'cocok', 'long', 'stay', 'suasana', 'nyaman', 'tenang', 'pelayanan', 'duct', 'pembuangan', 'kamar', 'mandi', 'kotor', 'bekas', 'residu', 'sabun', 'rambut']"
"You get what you paid. Harga total untuk 3 kamar 1 malam cuma 324rban (pake promo airy) & di daerah Kemang! Lokasi oke, deket kemang. Kamar lumayan besar tp agak tidak sesuai foto. Karena bangunannya rumah, ukuran kamar berbeda-beda. Kolam renang oke. Tidak ada air panas untuk mandi dan Wifi nya ngga jalan (pdhl username dan password dah benar).",air_panas_P1-neg,air_panas_P1,neg,you get what you paid harga total kamar malam rban pake promo airy daerah kemang lokasi oke deket kemang kamar lumayan tp sesuai foto bangunannya rumah ukuran kamar berbedabeda kolam renang oke air panas mandi wifi nya ngga jalan pdhl username password dah,"['you', 'get', 'what', 'you', 'paid', 'harga', 'total', 'kamar', 'malam', 'rban', 'pake', 'promo', 'airy', 'daerah', 'kemang', 'lokasi', 'oke', 'deket', 'kemang', 'kamar', 'lumayan', 'tp', 'sesuai', 'foto', 'bangunannya', 'rumah', 'ukuran', 'kamar', 'berbedabeda', 'kolam', 'renang', 'oke', 'air', 'panas', 'mandi', 'wifi', 'nya', 'ngga', 'jalan', 'pdhl', 'username', 'password', 'dah']"
"You get what you paid. Harga total untuk 3 kamar 1 malam cuma 324rban (pake promo airy) & di daerah Kemang! Lokasi oke, deket kemang. Kamar lumayan besar tp agak tidak sesuai foto. Karena bangunannya rumah, ukuran kamar berbeda-beda. Kolam renang oke. Tidak ada air panas untuk mandi dan Wifi nya ngga jalan (pdhl username dan password dah benar).",wifi_P1-neg,wifi_P1,neg,you get what you paid harga total kamar malam rban pake promo airy daerah kemang lokasi oke deket kemang kamar lumayan tp sesuai foto bangunannya rumah ukuran kamar berbedabeda kolam renang oke air panas mandi wifi nya ngga jalan pdhl username password dah,"['you', 'get', 'what', 'you', 'paid', 'harga', 'total', 'kamar', 'malam', 'rban', 'pake', 'promo', 'airy', 'daerah', 'kemang', 'lokasi', 'oke', 'deket', 'kemang', 'kamar', 'lumayan', 'tp', 'sesuai', 'foto', 'bangunannya', 'rumah', 'ukuran', 'kamar', 'berbedabeda', 'kolam', 'renang', 'oke', 'air', 'panas', 'mandi', 'wifi', 'nya', 'ngga', 'jalan', 'pdhl', 'username', 'password', 'dah']"
"Kamarnya tdk ada jendela, ac kurang dingin, seprei/bantal agak berdebu..semalaman hidung jg gatel2..kamar kecil..breakfast ala kadarnya..ok utk tidur 1 mlm. Wifi nya kenceng soalny dpt kmr deket router wifi. Thanks utk snack complimentaryny.",ac_P1-neg,ac_P1,neg,kamarnya tdk jendela ac dingin sepreibantal berdebusemalaman hidung jg gatelkamar kecilbreakfast ala kadarnyaok utk tidur mlm wifi nya kenceng soalny dpt kmr deket router wifi thanks utk snack complimentaryny,"['kamarnya', 'tdk', 'jendela', 'ac', 'dingin', 'sepreibantal', 'berdebusemalaman', 'hidung', 'jg', 'gatelkamar', 'kecilbreakfast', 'ala', 'kadarnyaok', 'utk', 'tidur', 'mlm', 'wifi', 'nya', 'kenceng', 'soalny', 'dpt', 'kmr', 'deket', 'router', 'wifi', 'thanks', 'utk', 'snack', 'complimentaryny']"
"Kamarnya tdk ada jendela, ac kurang dingin, seprei/bantal agak berdebu..semalaman hidung jg gatel2..kamar kecil..breakfast ala kadarnya..ok utk tidur 1 mlm. Wifi nya kenceng soalny dpt kmr deket router wifi. Thanks utk snack complimentaryny.",linen_P1-neg,linen_P1,neg,kamarnya tdk jendela ac dingin sepreibantal berdebusemalaman hidung jg gatelkamar kecilbreakfast ala kadarnyaok utk tidur mlm wifi nya kenceng soalny dpt kmr deket router wifi thanks utk snack complimentaryny,"['kamarnya', 'tdk', 'jendela', 'ac', 'dingin', 'sepreibantal', 'berdebusemalaman', 'hidung', 'jg', 'gatelkamar', 'kecilbreakfast', 'ala', 'kadarnyaok', 'utk', 'tidur', 'mlm', 'wifi', 'nya', 'kenceng', 'soalny', 'dpt', 'kmr', 'deket', 'router', 'wifi', 'thanks', 'utk', 'snack', 'complimentaryny']"
"Kamarnya tdk ada jendela, ac kurang dingin, seprei/bantal agak berdebu..semalaman hidung jg gatel2..kamar kecil..breakfast ala kadarnya..ok utk tidur 1 mlm. Wifi nya kenceng soalny dpt kmr deket router wifi. Thanks utk snack complimentaryny.",sunrise_meal_P1-neg,sunrise_meal_P1,neg,kamarnya tdk jendela ac dingin sepreibantal berdebusemalaman hidung jg gatelkamar kecilbreakfast ala kadarnyaok utk tidur mlm wifi nya kenceng soalny dpt kmr deket router wifi thanks utk snack complimentaryny,"['kamarnya', 'tdk', 'jendela', 'ac', 'dingin', 'sepreibantal', 'berdebusemalaman', 'hidung', 'jg', 'gatelkamar', 'kecilbreakfast', 'ala', 'kadarnyaok', 'utk', 'tidur', 'mlm', 'wifi', 'nya', 'kenceng', 'soalny', 'dpt', 'kmr', 'deket', 'router', 'wifi', 'thanks', 'utk', 'snack', 'complimentaryny']"
